,year,congress house,congress sen class 1,congress sen class 2,congress sen class 3,electoral,governor,legislature house,legislature sen
Kansas,1996,4R,,Nancy Kassebaum (R),Sheila Frahm (R)[11],Bob Dole and Jack Kemp (R) N,Bill Graves (R),"80R, 45D","26R, 14D"
Kansas,1996,4R,,Nancy Kassebaum (R),Sam Brownback (R)[14],Bob Dole and Jack Kemp (R) N,Bill Graves (R),"80R, 45D","26R, 14D"
Kansas,1997,4R,,Pat Roberts (R),Sam Brownback (R)[14],Bob Dole and Jack Kemp (R) N,Bill Graves (R),"77R, 48D","27R, 13D"
Kansas,1998,4R,,Pat Roberts (R),Sam Brownback (R)[14],Bob Dole and Jack Kemp (R) N,Bill Graves (R),"77R, 48D","27R, 13D"
Kansas,1999,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],Bob Dole and Jack Kemp (R) N,Bill Graves (R),"77R, 48D","27R, 13D"
Kansas,2000,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Bill Graves (R),"77R, 48D","27R, 13D"
Kansas,2001,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Bill Graves (R),"79R, 46D","30R, 10D"
Kansas,2002,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Bill Graves (R),"79R, 46D","30R, 10D"
Kansas,2003,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Kathleen Sebelius (D)[15],"80R, 45D","30R, 10D"
Kansas,2004,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Kathleen Sebelius (D)[15],"80R, 45D","30R, 10D"
Kansas,2005,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Kathleen Sebelius (D)[15],"83R, 42D","30R, 10D"
Kansas,2006,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Kathleen Sebelius (D)[15],"83R, 42D","30R, 10D"
Kansas,2007,"2R, 2D",,Pat Roberts (R),Sam Brownback (R)[14],George W. Bush and Dick Cheney (R) Y,Kathleen Sebelius (D)[15],"78R, 47D","30R, 10D"
Kansas,2008,"2R, 2D",,Pat Roberts (R),Sam Brownback (R)[14],John McCain and Sarah Palin (R) N,Kathleen Sebelius (D)[15],"78R, 47D","30R, 10D"
Kansas,2008,"2R, 2D",,Pat Roberts (R),Sam Brownback (R)[14],John McCain and Sarah Palin (R) N,Kathleen Sebelius (D)[15],"78R, 47D","30R, 10D"
Kansas,2009,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],John McCain and Sarah Palin (R) N,Kathleen Sebelius (D)[15],"77R, 48D","31R, 9D"
Kansas,2009,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],John McCain and Sarah Palin (R) N,Mark Parkinson (D)[6],"76R, 49D [19]","31R, 9D"
Kansas,2010,"3R, 1D",,Pat Roberts (R),Sam Brownback (R)[14],John McCain and Sarah Palin (R) N,Mark Parkinson (D)[6],"76R, 49D [19]","31R, 9D"
Kansas,2011,4R,,Pat Roberts (R),Jerry Moran (R),John McCain and Sarah Palin (R) N,Sam Brownback (R),"92R, 33D","32R, 8D"
Kansas,2012,4R,,Pat Roberts (R),Jerry Moran (R),Mitt Romney and Paul Ryan (R) N,Sam Brownback (R),"92R, 33D","32R, 8D"
Kansas,2013,4R,,Pat Roberts (R),Jerry Moran (R),Mitt Romney and Paul Ryan (R) N,Sam Brownback (R),"92R, 33D","32R, 8D"
Kansas,2014,4R,,Pat Roberts (R),Jerry Moran (R),Mitt Romney and Paul Ryan (R) N,Sam Brownback (R),"93R, 32D[20]","32R, 8D"
Kansas,2015,4R,,Pat Roberts (R),Jerry Moran (R),Mitt Romney and Paul Ryan (R) N,Sam Brownback (R),"98R, 27D","32R, 8D"
Kansas,2016,4R,,Pat Roberts (R),Jerry Moran (R),Donald Trump and Mike Pence (R) Y,Sam Brownback (R),"98R, 27D","32R, 8D"
Kentucky,1980,"4D, 3R",,Walter D. Huddleston (D),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,"John Y. Brown, Jr. (D)","75D, 25R","30D, 8R"
Kentucky,1981,"4D, 3R",,Walter D. Huddleston (D),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,"John Y. Brown, Jr. (D)","75D, 25R","30D, 8R"
Kentucky,1982,"4D, 3R",,Walter D. Huddleston (D),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,"John Y. Brown, Jr. (D)","76D, 24R","29D, 9R"
Kentucky,1983,"4D, 3R",,Walter D. Huddleston (D),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,"John Y. Brown, Jr. (D)","76D, 24R","29D, 9R"
Kentucky,1984,"4D, 3R",,Walter D. Huddleston (D),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,Martha Layne Collins (D),"76D, 24R","28D, 10R"
Kentucky,1985,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,Martha Layne Collins (D),"74D, 26R[23]","28D, 10R"
Kentucky,1986,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,Martha Layne Collins (D),"74D, 26R[23]","28D, 10R"
Kentucky,1987,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),Ronald Reagan and George H. W. Bush (R) Y,Martha Layne Collins (D),"73D, 27R","29D, 9R[23]"
Kentucky,1988,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),George H. W. Bush and Dan Quayle (R) Y,Wallace G. Wilkinson (D),"73D, 27R","29D, 9R[23]"
Kentucky,1989,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),George H. W. Bush and Dan Quayle (R) Y,Wallace G. Wilkinson (D),"71D, 29R","29D, 9R[23]"
Kentucky,1990,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),George H. W. Bush and Dan Quayle (R) Y,Wallace G. Wilkinson (D),"71D, 29R","29D, 9R[23]"
Kentucky,1991,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),George H. W. Bush and Dan Quayle (R) Y,Wallace G. Wilkinson (D),"68D, 32R","27D, 11R"
Kentucky,1992,"4D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),Bill Clinton and Al Gore (D) Y,Brereton Jones (D),"68D, 32R","27D, 11R"
Kentucky,1993,"4D, 2R",,Mitch McConnell (R),Wendell H. Ford (D),Bill Clinton and Al Gore (D) Y,Brereton Jones (D),"71D, 29R[25]","24D, 14R[25]"
Kentucky,1994,"3D, 3R",,Mitch McConnell (R),Wendell H. Ford (D),Bill Clinton and Al Gore (D) Y,Brereton Jones (D),"71D, 29R[25]","24D, 14R[25]"
Kentucky,1995,"4R, 2D",,Mitch McConnell (R),Wendell H. Ford (D),Bill Clinton and Al Gore (D) Y,Brereton Jones (D),"64D, 36R","21D, 17R"
Kentucky,1996,"4R, 2D",,Mitch McConnell (R),Wendell H. Ford (D),Bill Clinton and Al Gore (D) Y,Paul E. Patton (D),"64D, 36R","21D, 17R"
Kentucky,1997,"5R, 1D",,Mitch McConnell (R),Wendell H. Ford (D),Bill Clinton and Al Gore (D) Y,Paul E. Patton (D),"64D, 36R","23 Coal., 15D[26]"
Kentucky,1998,"5R, 1D",,Mitch McConnell (R),Wendell H. Ford (D),Bill Clinton and Al Gore (D) Y,Paul E. Patton (D),"64D, 36R","23 Coal., 15D[26]"
Kentucky,1999,"5R, 1D",,Mitch McConnell (R),Jim Bunning (R),Bill Clinton and Al Gore (D) Y,Paul E. Patton (D),"66D, 34R","23 Coal., 15D[26]"
Kentucky,2000,"5R, 1D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Paul E. Patton (D),"66D, 34R","20R, 18D[27]"
Kentucky,2001,"5R, 1D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Paul E. Patton (D),"64D, 36R","20R, 18D[27]"
Kentucky,2002,"5R, 1D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Paul E. Patton (D),"64D, 36R","20R, 18D[27]"
Kentucky,2003,"5R, 1D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Paul E. Patton (D),"65D, 35R","21R, 17D"
Kentucky,2004,"4R, 2D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Ernie Fletcher (R),"65D, 35R","21R, 17D"
Kentucky,2005,"5R, 1D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Ernie Fletcher (R),"57D, 43R","21R, 15D, 1I, 1VC[29]"
Kentucky,2006,"5R, 1D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Ernie Fletcher (R),"57D, 43R","21R, 16D, 1I[30]"
Kentucky,2007,"4R, 2D",,Mitch McConnell (R),Jim Bunning (R),George W. Bush and Dick Cheney (R) Y,Ernie Fletcher (R),"61D, 39R","21R, 16D, 1I[30]"
Kentucky,2008,"4R, 2D",,Mitch McConnell (R),Jim Bunning (R),John McCain and Sarah Palin (R) N,Steve Beshear (D),"63D, 37R[32]","22R, 15D, 1I[31]"
Kentucky,2009,"4R, 2D",,Mitch McConnell (R),Jim Bunning (R),John McCain and Sarah Palin (R) N,Steve Beshear (D),"65D, 35R","21R, 16D, 1I[33]"
Kentucky,2010,"4R, 2D",,Mitch McConnell (R),Jim Bunning (R),John McCain and Sarah Palin (R) N,Steve Beshear (D),"65D, 35R","20R, 17D, 1I[34]"
Kentucky,2011,"4R, 2D",,Mitch McConnell (R),Rand Paul (R),John McCain and Sarah Palin (R) N,Steve Beshear (D),"59D, 41R[35]","22R, 15D, 1I"
Kentucky,2012,"4R, 2D",,Mitch McConnell (R),Rand Paul (R),Mitt Romney and Paul Ryan (R) N,Steve Beshear (D),"59D, 41R[35]","22R, 15D, 1I"
Kentucky,2013,"5R, 1D",,Mitch McConnell (R),Rand Paul (R),Mitt Romney and Paul Ryan (R) N,Steve Beshear (D),"55D, 45R","23R, 14D, 1I"
Kentucky,2014,"5R, 1D",,Mitch McConnell (R),Rand Paul (R),Mitt Romney and Paul Ryan (R) N,Steve Beshear (D),"54D, 46R[37]","23R, 14D, 1I"
Kentucky,2015,"5R, 1D",,Mitch McConnell (R),Rand Paul (R),Mitt Romney and Paul Ryan (R) N,Steve Beshear (D),"54D, 46R[37]","26R, 12D"
Kentucky,2015,"5R, 1D",,Mitch McConnell (R),Rand Paul (R),Mitt Romney and Paul Ryan (R) N,Steve Beshear (D),"54D, 46R[37]","27R, 11D[38]"
Kentucky,2016,"5R, 1D",,Mitch McConnell (R),Rand Paul (R),Donald Trump and Mike Pence (R) Y,Matt Bevin (R),"50D, 46R, 4 vac.[39]","27R, 11D[38]"
Kentucky,2016,"5R, 1D",,Mitch McConnell (R),Rand Paul (R),Donald Trump and Mike Pence (R) Y,Matt Bevin (R),"53D, 47R[40]","27R, 11D[38]"
Louisiana,1980,"5D, 3R",,Bennett Johnston (D),Russell B. Long (D),Ronald Reagan and George Bush (R) Y,Dave Treen (R),"95D, 10R[48]",39D
Louisiana,1981,"6D, 2R",,Bennett Johnston (D),Russell B. Long (D),Ronald Reagan and George Bush (R) Y,Dave Treen (R),"95D, 10R[48]",39D
Louisiana,1982,"6D, 2R",,Bennett Johnston (D),Russell B. Long (D),Ronald Reagan and George Bush (R) Y,Dave Treen (R),"95D, 10R[48]",39D
Louisiana,1983,"6D, 2R",,Bennett Johnston (D),Russell B. Long (D),Ronald Reagan and George Bush (R) Y,Dave Treen (R),"95D, 10R[48]",39D
Louisiana,1984,"6D, 2R",,Bennett Johnston (D),Russell B. Long (D),Ronald Reagan and George Bush (R) Y,Edwin Edwards (D),"93D, 11R, 1I","37D, 2R[49]"
Louisiana,1985,"6D, 2R",,Bennett Johnston (D),Russell B. Long (D),Ronald Reagan and George Bush (R) Y,Edwin Edwards (D),"93D, 11R, 1I","37D, 2R[49]"
Louisiana,1986,"6D, 2R",,Bennett Johnston (D),Russell B. Long (D),Ronald Reagan and George Bush (R) Y,Edwin Edwards (D),"93D, 11R, 1I","37D, 2R[49]"
Louisiana,1987,"5D, 3R",,Bennett Johnston (D),John Breaux (D),Ronald Reagan and George Bush (R) Y,Edwin Edwards (D),"93D, 11R, 1I","37D, 2R[49]"
Louisiana,1988,"5D, 3R",,Bennett Johnston (D),John Breaux (D),George Bush and Dan Quayle (R) Y,Buddy Roemer (D),"88D, 16R, 1I","34D, 5R"
Louisiana,1989,"4D, 4R",,Bennett Johnston (D),John Breaux (D),George Bush and Dan Quayle (R) Y,Buddy Roemer (D),"88D, 16R, 1I","34D, 5R"
Louisiana,1989,"4D, 4R",,Bennett Johnston (D),John Breaux (D),George Bush and Dan Quayle (R) Y,Buddy Roemer (D),"88D, 16R, 1I","34D, 5R"
Louisiana,1990,"4D, 4R",,Bennett Johnston (D),John Breaux (D),George Bush and Dan Quayle (R) Y,Buddy Roemer (D),"88D, 16R, 1I","34D, 5R"
Louisiana,1991,"4D, 4R",,Bennett Johnston (D),John Breaux (D),George Bush and Dan Quayle (R) Y,Buddy Roemer (R)[51],"88D, 16R, 1I","34D, 5R"
Louisiana,1992,"4D, 4R",,Bennett Johnston (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,Edwin Edwards (D),"87D, 17R, 1I","33D, 6R"
Louisiana,1993,"4D, 3R",,Bennett Johnston (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,Edwin Edwards (D),"87D, 17R, 1I","33D, 6R"
Louisiana,1994,"4D, 3R",,Bennett Johnston (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,Edwin Edwards (D),"87D, 17R, 1I","33D, 6R"
Louisiana,1995,"5R, 2D",,Bennett Johnston (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,Edwin Edwards (D),"87D, 17R, 1I","33D, 6R"
Louisiana,1996,"5R, 2D",,Bennett Johnston (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,"Murphy J. Foster, Jr. (R)","78D, 27R","26D, 13R"
Louisiana,1997,"5R, 2D",,Mary Landrieu (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,"Murphy J. Foster, Jr. (R)","78D, 27R","26D, 13R"
Louisiana,1998,"5R, 2D",,Mary Landrieu (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,"Murphy J. Foster, Jr. (R)","78D, 27R","26D, 13R"
Louisiana,1999,"5R, 2D",,Mary Landrieu (D),John Breaux (D),Bill Clinton and Al Gore (D) Y,"Murphy J. Foster, Jr. (R)","78D, 27R","26D, 13R"
Louisiana,2000,"5R, 2D",,Mary Landrieu (D),John Breaux (D),George W. Bush and Dick Cheney (R) Y,"Murphy J. Foster, Jr. (R)","74D, 31R","26D, 13R"
Louisiana,2000,"5R, 2D",,Mary Landrieu (D),John Breaux (D),George W. Bush and Dick Cheney (R) Y,"Murphy J. Foster, Jr. (R)","74D, 31R","26D, 13R"
Louisiana,2001,"5R, 2D",,Mary Landrieu (D),John Breaux (D),George W. Bush and Dick Cheney (R) Y,"Murphy J. Foster, Jr. (R)","74D, 31R","26D, 13R"
Louisiana,2002,"5R, 2D",,Mary Landrieu (D),John Breaux (D),George W. Bush and Dick Cheney (R) Y,"Murphy J. Foster, Jr. (R)","74D, 31R","26D, 13R"
Louisiana,2003,"4R, 3D",,Mary Landrieu (D),John Breaux (D),George W. Bush and Dick Cheney (R) Y,"Murphy J. Foster, Jr. (R)","74D, 31R","26D, 13R"
Louisiana,2004,"4R, 3D",,Mary Landrieu (D),John Breaux (D),George W. Bush and Dick Cheney (R) Y,Kathleen Blanco (D),"66D, 37R, 2I","24D, 15R"
Louisiana,2004,"5R, 2D[53]",,Mary Landrieu (D),John Breaux (D),George W. Bush and Dick Cheney (R) Y,Kathleen Blanco (D),"66D, 37R, 2I","24D, 15R"
Louisiana,2005,"5R, 2D[53]",,Mary Landrieu (D),David Vitter (R),George W. Bush and Dick Cheney (R) Y,Kathleen Blanco (D),"66D, 37R, 2I","24D, 15R"
Louisiana,2005,"5R, 2D[53]",,Mary Landrieu (D),David Vitter (R),George W. Bush and Dick Cheney (R) Y,Kathleen Blanco (D),"66D, 37R, 2I","24D, 15R"
Louisiana,2006,"5R, 2D[53]",,Mary Landrieu (D),David Vitter (R),George W. Bush and Dick Cheney (R) Y,Kathleen Blanco (D),"66D, 37R, 2I","24D, 15R"
Louisiana,2006,"5R, 2D[53]",,Mary Landrieu (D),David Vitter (R),George W. Bush and Dick Cheney (R) Y,Kathleen Blanco (D),"66D, 37R, 2I","24D, 15R"
Louisiana,2007,"5R, 2D[53]",,Mary Landrieu (D),David Vitter (R),George W. Bush and Dick Cheney (R) Y,Kathleen Blanco (D),"66D, 37R, 2I","24D, 15R"
